# {'date': u'2021_apr_27_1130', 'frameRate': 99.783832205235811, 'expName': u'FTRNGT_sleep', u'session': u'day1', u'participant': u'15'}
subj,trial,time,stimulus,response
15,1692,1654.9004922325,stimulus,
15,1692,1654.9312549157,tap,lctrl
15,1693,1655.6505316597,stimulus,
15,1693,1655.8611718560,tap,lctrl
15,1694,1656.4005883018,stimulus,
15,1694,1656.5472241019,tap,lctrl
15,1695,1657.1506218704,stimulus,
15,1695,1657.2112074624,tap,rctrl
15,1696,1657.9006687381,stimulus,
15,1696,1657.9312377005,tap,lctrl
15,1697,1658.6507008391,stimulus,
15,1697,1658.7071512483,tap,rctrl
15,1698,1659.4007601457,stimulus,
15,1698,1659.4108811581,tap,rctrl
15,1699,1660.1508260568,stimulus,
15,1699,1660.1871462293,tap,rctrl
15,1700,1660.9008673968,stimulus,
15,1700,1661.0031005272,tap,rctrl
15,1701,1661.6509118705,stimulus,
15,1701,1661.8031599954,tap,rctrl
15,1702,1662.4009821755,stimulus,
15,1702,1662.5310746341,tap,lctrl
15,1703,1663.1510263215,stimulus,
15,1703,1663.3071022797,tap,lctrl
15,1704,1663.9010680644,stimulus,
15,1704,1663.9310466645,tap,lctrl
15,1705,1664.6511450611,stimulus,
15,1705,1664.6830558197,tap,rctrl
15,1706,1665.4011777666,stimulus,
15,1706,1665.4510529613,tap,rctrl
15,1707,1666.1512388777,stimulus,
15,1707,1666.2510187314,tap,lctrl
15,1708,1666.9012783109,stimulus,
15,1708,1666.9710226932,tap,rctrl
15,1709,1667.6513250072,stimulus,
15,1709,1667.7070140729,tap,rctrl
15,1710,1668.4013841244,stimulus,
15,1710,1668.4430316988,tap,rctrl
15,1711,1669.1514340447,stimulus,
15,1711,1669.2109624022,tap,rctrl
15,1712,1669.9014769575,stimulus,
15,1712,1669.9309620362,tap,lctrl
15,1712,1670.6189483263,tap,lctrl
15,1713,1670.6514917956,stimulus,
15,1714,1671.4015637457,stimulus,
15,1714,1671.5869742641,tap,lctrl
15,1715,1672.1516161712,stimulus,
15,1715,1672.5389025147,tap,lctrl
15,1716,1672.9016691231,stimulus,
15,1716,1673.1549166138,tap,lctrl
15,1717,1673.6517383003,stimulus,
15,1717,1673.8108885707,tap,lctrl
15,1718,1674.4017735621,stimulus,
15,1718,1674.4748889656,tap,lctrl
15,1719,1675.1518383003,stimulus,
15,1719,1675.2908694887,tap,lctrl
15,1720,1675.9019009963,stimulus,
15,1720,1676.0428364399,tap,rctrl
15,1721,1676.6519207065,stimulus,
15,1721,1676.7308071905,tap,rctrl
15,1721,1677.3788153523,tap,rctrl
15,1722,1677.4019610901,stimulus,
15,1723,1678.1520465919,stimulus,
15,1723,1678.1708317783,tap,rctrl
15,1724,1678.9020845514,stimulus,
15,1724,1678.9387659674,tap,rctrl
15,1725,1679.6521594549,stimulus,
15,1725,1679.6907757120,tap,rctrl
15,1726,1680.4022031256,stimulus,
15,1726,1680.6507608602,tap,lctrl
15,1727,1681.1522700773,stimulus,
15,1727,1681.3467369422,tap,lctrl
15,1728,1681.9023355012,stimulus,
15,1728,1682.0587479483,tap,lctrl
15,1729,1682.6523900500,stimulus,
15,1729,1682.9867225827,tap,lctrl
15,1730,1683.4024497656,stimulus,
15,1730,1683.6507092845,tap,lctrl
15,1731,1684.1525122392,stimulus,
15,1731,1684.2987385709,tap,lctrl
15,1732,1684.9025381568,stimulus,
15,1732,1685.0346789678,tap,rctrl
15,1733,1685.6525968048,stimulus,
15,1733,1685.7626425472,tap,lctrl
15,1734,1686.4026404455,stimulus,
15,1734,1686.4506808518,tap,rctrl
15,1735,1687.1526947567,stimulus,
15,1735,1687.2426202713,tap,rctrl
15,1736,1687.9027292125,stimulus,
15,1736,1688.0346306192,tap,rctrl
15,1737,1688.6527802696,stimulus,
15,1737,1688.6825862373,tap,rctrl
15,1737,1689.3225815972,tap,rctrl
15,1738,1689.4028486288,stimulus,
15,1738,1690.0586154305,tap,lctrl
15,1739,1690.1529115083,stimulus,
15,1740,1690.9029576152,stimulus,
15,1740,1691.0826070590,tap,lctrl
15,1741,1691.6530193669,stimulus,
15,1741,1691.6631544362,tap,rctrl
15,1741,1692.4025525390,tap,rctrl
15,1742,1692.4127414753,stimulus,
15,1743,1693.1627902167,stimulus,
15,1743,1693.4345133429,tap,rctrl
15,1744,1693.9128468316,stimulus,
15,1744,1694.0344881991,tap,rctrl
15,1745,1694.6628902407,stimulus,
15,1745,1694.7465223417,tap,rctrl
15,1746,1695.4129282304,stimulus,
15,1746,1695.4664861536,tap,lctrl
15,1747,1696.1630087247,stimulus,
15,1747,1696.2184394869,tap,lctrl
15,1747,1696.9064676082,tap,lctrl
15,1748,1696.9166368936,stimulus,
15,1748,1697.6504456428,tap,lctrl
15,1749,1697.6667081821,stimulus,
15,1749,1698.4104590467,tap,lctrl
15,1750,1698.4206484041,stimulus,
15,1751,1699.1707174249,stimulus,
15,1751,1699.2024112871,tap,rctrl
15,1751,1699.8183631072,tap,rctrl
15,1752,1699.9207551830,stimulus,
15,1753,1700.6707948688,stimulus,
15,1753,1700.7063852492,tap,rctrl
15,1754,1701.4208654445,stimulus,
15,1754,1701.4424113743,tap,rctrl
15,1755,1702.1709346788,stimulus,
15,1755,1702.1863389615,tap,rctrl
15,1756,1702.9209881720,stimulus,
15,1756,1702.9310998612,tap,lctrl
15,1757,1703.6710124866,stimulus,
15,1757,1703.7383374595,tap,lctrl
15,1758,1704.4210861570,stimulus,
15,1758,1704.5303290316,tap,rctrl
15,1759,1705.1711417524,stimulus,
15,1759,1705.2342811100,tap,lctrl
15,1760,1705.9211976726,stimulus,
15,1760,1705.9622758259,tap,rctrl
15,1761,1712.4935525411,probe1,1
15,1761,1716.9934102701,probe2,1
15,1761,1719.5284857029,probe3,1
15,1762,1720.3022449747,stimulus,
15,1762,1720.4900359407,tap,rctrl
15,1763,1721.0522725254,stimulus,
15,1763,1721.1059966028,tap,rctrl
15,1763,1721.8019892319,tap,rctrl
15,1764,1721.8121738796,stimulus,
15,1764,1722.5459853476,tap,lctrl
15,1765,1722.5622027115,stimulus,
15,1766,1723.3122850885,stimulus,
15,1766,1723.3224193849,tap,lctrl
15,1767,1724.0623378298,stimulus,
15,1767,1724.1379304073,tap,lctrl
15,1768,1724.8123791698,stimulus,
15,1768,1724.8979316159,tap,lctrl
15,1768,1725.4659290497,tap,lctrl
15,1769,1725.5624560672,stimulus,
15,1770,1726.3125140565,stimulus,
15,1770,1726.3618745602,tap,rctrl
15,1771,1727.0625792458,stimulus,
15,1771,1727.1298896715,tap,rctrl
15,1772,1727.8126211692,stimulus,
15,1772,1727.8658577402,tap,rctrl
15,1772,1728.5539033198,tap,rctrl
15,1773,1728.5640901569,stimulus,
15,1773,1729.3138481502,tap,rctrl
15,1774,1729.3240121696,stimulus,
15,1774,1730.0738305289,tap,lctrl
15,1775,1730.0839975979,stimulus,
15,1776,1730.8340644172,stimulus,
15,1776,1730.8658073133,tap,lctrl
15,1777,1731.5841133029,stimulus,
15,1777,1731.6657751406,tap,lctrl
15,1778,1732.3341812350,stimulus,
15,1778,1732.4017718706,tap,rctrl
15,1779,1733.0842506167,stimulus,
15,1779,1733.1217751767,tap,rctrl
15,1779,1733.7857678002,tap,rctrl
15,1780,1733.8342651721,stimulus,
15,1781,1734.5843281208,stimulus,
15,1781,1734.5944539301,tap,rctrl
15,1782,1735.3343649856,stimulus,
15,1782,1735.4097190099,tap,lctrl
15,1783,1736.0844539761,stimulus,
15,1783,1736.1456902304,tap,lctrl
15,1784,1736.8344949762,stimulus,
15,1784,1736.9057000314,tap,lctrl
15,1785,1737.5845731999,stimulus,
15,1785,1737.6336415329,tap,lctrl
15,1786,1738.3346120407,stimulus,
15,1786,1738.4336661323,tap,lctrl
15,1787,1739.0846576633,stimulus,
15,1787,1739.1136320507,tap,rctrl
15,1788,1739.8346882756,stimulus,
15,1788,1739.8736141107,tap,rctrl
15,1788,1740.5536498086,tap,lctrl
15,1789,1740.5847659970,stimulus,
15,1790,1741.3347918244,stimulus,
15,1790,1741.4495801824,tap,rctrl
15,1791,1742.0848254923,stimulus,
15,1791,1742.2015838369,tap,rctrl
15,1792,1742.8348718517,stimulus,
15,1792,1742.9215633839,tap,rctrl
15,1793,1743.5849247825,stimulus,
15,1793,1743.7216624306,tap,rctrl
15,1794,1744.3349522429,stimulus,
15,1794,1744.4015858382,tap,lctrl
15,1795,1745.0849887619,stimulus,
15,1795,1745.1135032244,tap,lctrl
15,1796,1745.8350369679,stimulus,
15,1796,1745.8735261891,tap,lctrl
15,1797,1746.5850810628,stimulus,
15,1797,1746.6335734843,tap,lctrl
15,1798,1747.3351172930,stimulus,
15,1798,1747.3694628443,tap,lctrl
15,1799,1748.0851585548,stimulus,
15,1799,1748.1695078134,tap,rctrl
15,1800,1748.8352069533,stimulus,
15,1800,1748.9134747144,tap,rctrl
15,1801,1749.5852530180,stimulus,
15,1801,1749.6334862730,tap,lctrl
15,1802,1750.3353307425,stimulus,
15,1802,1750.4095035909,tap,rctrl
15,1803,1751.0853933724,stimulus,
15,1803,1751.2894157472,tap,lctrl
15,1804,1751.8354569376,stimulus,
15,1804,1751.8894325757,tap,lctrl
15,1804,1752.5614344795,tap,rctrl
15,1805,1752.5855117120,stimulus,
15,1806,1753.3355585346,stimulus,
15,1806,1753.3853976636,tap,rctrl
15,1807,1754.0855982655,stimulus,
15,1807,1754.2013843340,tap,rctrl
15,1808,1754.8356507813,stimulus,
15,1808,1754.8973581273,tap,rctrl
15,1809,1755.5857020760,stimulus,
15,1809,1755.6253690264,tap,rctrl
15,1810,1756.3357453618,stimulus,
15,1810,1756.3693463302,tap,lctrl
15,1811,1757.0857712854,stimulus,
15,1811,1757.1373077761,tap,lctrl
15,1812,1757.8358357770,stimulus,
15,1812,1758.1293162378,tap,rctrl
15,1813,1758.5858873905,stimulus,
15,1813,1758.6333230467,tap,lctrl
15,1814,1759.3359513858,stimulus,
15,1814,1759.4252836810,tap,lctrl
15,1815,1760.0860257148,stimulus,
15,1815,1760.1692836582,tap,lctrl
15,1816,1760.8360556654,stimulus,
15,1816,1760.9132493772,tap,lctrl
15,1817,1761.5861053391,stimulus,
15,1817,1761.7292720291,tap,rctrl
15,1818,1762.3361453979,stimulus,
15,1818,1762.4012391273,tap,rctrl
15,1819,1763.0861806838,stimulus,
15,1819,1763.1772311584,tap,rctrl
15,1820,1763.8362012120,stimulus,
15,1820,1763.8463387355,tap,lctrl
15,1821,1764.5862511684,stimulus,
15,1821,1764.6891823229,tap,rctrl
15,1822,1765.3363007007,stimulus,
15,1822,1765.4411278909,tap,rctrl
15,1823,1770.1880679029,probe1,0
15,1823,1774.0560997607,probe2,2
15,1823,1777.9544125034,probe3,1
15,1824,1778.7281802864,stimulus,
15,1824,1778.8969029838,tap,lctrl
15,1825,1779.4781831998,stimulus,
15,1825,1779.6088539636,tap,lctrl
15,1826,1780.2282681091,stimulus,
15,1826,1780.2888701099,tap,lctrl
15,1827,1780.9783184595,stimulus,
15,1827,1781.0808680069,tap,rctrl
15,1828,1781.7283799375,stimulus,
15,1828,1781.8168206713,tap,rctrl
15,1829,1782.4784079123,stimulus,
15,1829,1782.5048437309,tap,rctrl
15,1830,1783.2285005207,stimulus,
15,1830,1783.3368520023,tap,rctrl
15,1831,1783.9785328984,stimulus,
15,1831,1784.0808107861,tap,rctrl
15,1832,1784.7285992636,stimulus,
15,1832,1784.7687626256,tap,lctrl
15,1833,1785.4786616950,stimulus,
15,1833,1785.5527796480,tap,lctrl
15,1834,1786.2286812729,stimulus,
15,1834,1786.3447252929,tap,rctrl
15,1835,1786.9787385585,stimulus,
15,1835,1787.0887107290,tap,lctrl
15,1836,1787.7288220362,stimulus,
15,1836,1787.8646947932,tap,rctrl
15,1837,1788.4790352597,stimulus,
15,1837,1788.5767398169,tap,rctrl
15,1837,1789.1927082774,tap,rctrl
15,1838,1789.2290374453,stimulus,
15,1838,1789.9766861815,tap,rctrl
15,1839,1789.9868768020,stimulus,
15,1839,1790.7366779736,tap,lctrl
15,1840,1790.7468590815,stimulus,
15,1840,1791.4646777210,tap,lctrl
15,1841,1791.4969265264,stimulus,
15,1842,1792.2469680047,stimulus,
15,1842,1792.3206450190,tap,lctrl
15,1843,1792.9970168423,stimulus,
15,1843,1793.0246505944,tap,lctrl
15,1844,1793.7470835504,stimulus,
15,1844,1793.7606088016,tap,rctrl
15,1845,1794.4971116544,stimulus,
15,1845,1794.5285876788,tap,rctrl
15,1846,1795.2471616980,stimulus,
15,1846,1795.3206196504,tap,rctrl
15,1847,1795.9972028996,stimulus,
15,1847,1796.1445926961,tap,rctrl
15,1848,1796.7472360081,stimulus,
15,1848,1796.9525471994,tap,rctrl
15,1849,1797.4973011403,stimulus,
15,1849,1797.5205155989,tap,lctrl
15,1850,1798.2473517012,stimulus,
15,1850,1798.2805467951,tap,lctrl
15,1851,1798.9973849209,stimulus,
15,1851,1799.0885255507,tap,lctrl
15,1852,1799.7474387840,stimulus,
15,1852,1799.8324579889,tap,lctrl
15,1853,1800.4974932547,stimulus,
15,1853,1800.5684946042,tap,lctrl
15,1853,1801.1844734405,tap,lctrl
15,1854,1801.2475238639,stimulus,
15,1855,1801.9976154138,stimulus,
15,1855,1802.2084503684,tap,rctrl
15,1856,1802.7476406156,stimulus,
15,1856,1802.9524084966,tap,rctrl
15,1857,1803.4978365521,stimulus,
15,1857,1803.5924779878,tap,rctrl
15,1858,1804.2477354939,stimulus,
15,1858,1804.3524188934,tap,rctrl
15,1859,1804.9977833360,stimulus,
15,1859,1805.1603684343,tap,rctrl
15,1860,1805.7478301616,stimulus,
15,1860,1805.8643683617,tap,rctrl
15,1861,1806.4978593694,stimulus,
15,1861,1806.6483798413,tap,rctrl
15,1862,1807.2479147392,stimulus,
15,1862,1807.2963399857,tap,lctrl
15,1863,1807.9979586987,stimulus,
15,1863,1808.0563869291,tap,rctrl
15,1863,1808.7283362861,tap,lctrl
15,1864,1808.7480207993,stimulus,
15,1865,1809.4980691437,stimulus,
15,1865,1809.5123187615,tap,lctrl
15,1866,1810.2481041228,stimulus,
15,1866,1810.3123065976,tap,lctrl
15,1867,1810.9981403892,stimulus,
15,1867,1811.1522811031,tap,rctrl
15,1868,1811.7489525613,stimulus,
15,1868,1811.8642782357,tap,rctrl
15,1869,1812.4982485545,stimulus,
15,1869,1812.5842827298,tap,rctrl
15,1870,1813.2482841171,stimulus,
15,1870,1813.3682593707,tap,rctrl
15,1871,1813.9983388614,stimulus,
15,1871,1814.0721986252,tap,lctrl
15,1872,1814.7483843607,stimulus,
15,1872,1814.7602742706,tap,lctrl
15,1873,1815.4984525695,stimulus,
15,1873,1815.5122106568,tap,lctrl
15,1874,1816.2485231121,stimulus,
15,1874,1816.3441969977,tap,rctrl
15,1875,1816.9985485785,stimulus,
15,1875,1817.0801640258,tap,rctrl
15,1876,1817.7486059514,stimulus,
15,1876,1817.8481364339,tap,rctrl
15,1877,1818.4986714294,stimulus,
15,1877,1818.6002024906,tap,lctrl
15,1878,1819.2487180354,stimulus,
15,1878,1819.3361242291,tap,lctrl
15,1879,1819.9987319351,stimulus,
15,1879,1820.2640931374,tap,lctrl
15,1880,1820.7487738736,stimulus,
15,1880,1820.9680589268,tap,lctrl
15,1881,1821.4988538537,stimulus,
15,1881,1821.6960881235,tap,lctrl
15,1882,1822.2488885531,stimulus,
15,1882,1822.4002357903,tap,rctrl
15,1883,1822.9989800879,stimulus,
15,1883,1823.1920543933,tap,rctrl
15,1884,1823.7489946493,stimulus,
15,1884,1823.9840387144,tap,rctrl
15,1885,1824.4990334599,stimulus,
15,1885,1824.5520266295,tap,lctrl
15,1886,1825.2490826103,stimulus,
15,1886,1825.4320168629,tap,lctrl
15,1887,1825.9991566717,stimulus,
15,1887,1826.1999887056,tap,lctrl
15,1888,1826.7491832780,stimulus,
15,1888,1826.8559725512,tap,lctrl
15,1889,1827.4992548642,stimulus,
15,1889,1827.5999835418,tap,rctrl
15,1890,1828.2493006732,stimulus,
15,1890,1828.3359341731,tap,lctrl
15,1891,1828.9993469214,stimulus,
15,1891,1829.0799384360,tap,rctrl
15,1892,1829.7494249647,stimulus,
15,1892,1829.7999258566,tap,rctrl
15,1893,1830.4994601754,stimulus,
15,1893,1830.5198870219,tap,rctrl
15,1894,1831.2495022612,stimulus,
15,1894,1831.3439013272,tap,lctrl
15,1895,1831.9995567348,stimulus,
15,1895,1832.0718994264,tap,lctrl
15,1896,1832.7496010432,stimulus,
15,1896,1832.8558756553,tap,rctrl
15,1897,1833.4996332584,stimulus,
15,1897,1833.6079220040,tap,rctrl
15,1897,1834.2478677856,tap,lctrl
15,1898,1834.2580544483,stimulus,
15,1899,1835.0081166872,stimulus,
15,1899,1835.0878457107,tap,rctrl
15,1900,1835.7581512934,stimulus,
15,1900,1835.8798505489,tap,rctrl
15,1901,1836.5082261518,stimulus,
15,1901,1836.5838194691,tap,rctrl
15,1902,1837.2582839126,stimulus,
15,1902,1837.3197636735,tap,lctrl
15,1903,1838.0083329066,stimulus,
15,1903,1838.1198033044,tap,lctrl
15,1904,1838.7583869200,stimulus,
15,1904,1838.7757435114,tap,rctrl
15,1905,1839.5084253939,stimulus,
15,1905,1839.6237356580,tap,lctrl
15,1906,1840.2585364713,stimulus,
15,1906,1840.4237201647,tap,lctrl
15,1907,1841.0085791616,stimulus,
15,1907,1841.1037096648,tap,lctrl
15,1908,1841.7586186189,stimulus,
15,1908,1841.7836912010,tap,lctrl
15,1909,1842.5086703798,stimulus,
15,1909,1842.6077092205,tap,rctrl
15,1910,1843.2587238008,stimulus,
15,1910,1843.4076760192,tap,rctrl
15,1911,1844.0087547800,stimulus,
15,1911,1844.0956633410,tap,rctrl
15,1912,1844.7588266970,stimulus,
15,1912,1844.9116412235,tap,rctrl
15,1913,1845.5088644159,stimulus,
15,1913,1845.5836167246,tap,lctrl
15,1914,1846.2589394667,stimulus,
15,1914,1846.3276081696,tap,lctrl
15,1915,1847.0089898291,stimulus,
15,1915,1847.1196299640,tap,rctrl
15,1916,1847.7590672107,stimulus,
15,1916,1847.7915607197,tap,rctrl
15,1917,1848.5091240122,stimulus,
15,1917,1848.6235572981,tap,rctrl
15,1918,1849.2591662814,stimulus,
15,1918,1849.3275543984,tap,rctrl
15,1919,1850.0092065868,stimulus,
15,1919,1850.2075846554,tap,rctrl
15,1920,1854.5204041967,probe1,1
15,1920,1859.3708445769,probe2,1
15,1920,1864.7124827942,probe3,0
15,1921,1865.4860499753,stimulus,
15,1921,1865.7993014475,tap,rctrl
15,1922,1866.2352800686,stimulus,
15,1922,1866.3272293075,tap,lctrl
15,1923,1866.9853456338,stimulus,
15,1923,1867.0472506163,tap,lctrl
15,1924,1867.7353884444,stimulus,
15,1924,1867.7991850296,tap,rctrl
15,1925,1868.4854394173,stimulus,
15,1925,1868.5191603631,tap,rctrl
15,1926,1869.2354781408,stimulus,
15,1926,1869.3671787620,tap,rctrl
15,1927,1869.9855628666,stimulus,
15,1927,1870.1351324245,tap,lctrl
15,1928,1870.7356196741,stimulus,
15,1928,1870.8631266050,tap,lctrl
15,1929,1871.4856590321,stimulus,
15,1929,1871.6231195310,tap,lctrl
15,1930,1872.2357088351,stimulus,
15,1930,1872.4951470851,tap,lctrl
15,1931,1872.9857478473,stimulus,
15,1931,1873.1511096196,tap,lctrl
15,1931,1873.7270808604,tap,rctrl
15,1932,1873.7372537819,stimulus,
15,1933,1874.4873379785,stimulus,
15,1933,1874.5190760476,tap,rctrl
15,1934,1875.2373616134,stimulus,
15,1934,1875.2790329560,tap,rctrl
15,1934,1875.9750399007,tap,rctrl
15,1935,1875.9873858528,stimulus,
15,1935,1876.7190003596,tap,lctrl
15,1936,1876.7374659592,stimulus,
15,1937,1877.4875137412,stimulus,
15,1937,1877.5190170855,tap,lctrl
15,1938,1878.2375500526,stimulus,
15,1938,1878.3189958419,tap,lctrl
15,1939,1878.9876106345,stimulus,
15,1939,1879.0470308370,tap,rctrl
15,1940,1879.7376639352,stimulus,
15,1940,1879.7749642273,tap,rctrl
15,1941,1880.4877202253,stimulus,
15,1941,1880.5109533725,tap,rctrl
15,1942,1881.2377649998,stimulus,
15,1942,1881.4389915971,tap,lctrl
15,1943,1881.9878375755,stimulus,
15,1943,1882.1669512518,tap,lctrl
15,1944,1882.7378654630,stimulus,
15,1944,1882.8949277303,tap,lctrl
15,1945,1883.4879198373,stimulus,
15,1945,1883.5428825364,tap,rctrl
15,1946,1884.2379739982,stimulus,
15,1946,1884.3748807839,tap,rctrl
15,1947,1884.9880097112,stimulus,
15,1947,1885.2228908100,tap,lctrl
15,1948,1885.7380863830,stimulus,
15,1948,1885.8948588255,tap,rctrl
15,1949,1886.4881040090,stimulus,
15,1949,1886.5588542279,tap,rctrl
15,1950,1887.2381637968,stimulus,
15,1950,1887.3347944521,tap,rctrl
15,1951,1887.9882324718,stimulus,
15,1951,1888.0628292065,tap,lctrl
15,1952,1888.7382943739,stimulus,
15,1952,1888.9587809184,tap,lctrl
15,1953,1889.4883712262,stimulus,
15,1953,1889.6788308705,tap,lctrl
15,1954,1890.2383869123,stimulus,
15,1954,1890.3988037800,tap,lctrl
15,1955,1890.9884641315,stimulus,
15,1955,1891.0787734757,tap,rctrl
15,1955,1891.7347422719,tap,lctrl
15,1956,1891.7449335029,stimulus,
15,1956,1892.4147412094,tap,rctrl
15,1957,1892.4949793811,stimulus,
15,1957,1893.2147142366,tap,rctrl
15,1958,1893.2449977590,stimulus,
15,1958,1893.9907450130,tap,rctrl
15,1959,1894.0009332185,stimulus,
15,1960,1894.7509898455,stimulus,
15,1960,1894.7986729181,tap,rctrl
15,1961,1895.5010512122,stimulus,
15,1961,1895.5506886566,tap,lctrl
15,1961,1896.2146649796,tap,lctrl
15,1962,1896.2510865192,stimulus,
15,1963,1897.0011494198,stimulus,
15,1963,1897.1746637216,tap,rctrl
15,1964,1897.7512101129,stimulus,
15,1964,1897.9426424154,tap,lctrl
15,1965,1898.5012688150,stimulus,
15,1965,1898.5746117674,tap,lctrl
15,1966,1899.2513233067,stimulus,
15,1966,1899.3026056532,tap,rctrl
15,1967,1900.0013417567,stimulus,
15,1967,1900.0305730160,tap,rctrl
15,1968,1900.7513810606,stimulus,
15,1968,1900.8145570944,tap,rctrl
15,1969,1901.5014398049,stimulus,
15,1969,1901.5905500428,tap,rctrl
15,1969,1902.1425711321,tap,rctrl
15,1970,1902.2514934334,stimulus,
15,1970,1902.9825534180,tap,rctrl
15,1971,1903.0015332997,stimulus,
15,1972,1903.7515922304,stimulus,
15,1972,1903.7617286531,tap,rctrl
15,1973,1904.5016342921,stimulus,
15,1973,1904.5265139354,tap,rctrl
15,1973,1905.1664975781,tap,rctrl
15,1974,1905.2516795298,stimulus,
15,1974,1905.6864596942,tap,lctrl
15,1975,1906.0017477446,stimulus,
15,1976,1906.7517774576,stimulus,
15,1976,1906.8624673302,tap,lctrl
15,1977,1907.5018390109,stimulus,
15,1977,1907.6624710066,tap,lctrl
15,1978,1908.2518916499,stimulus,
15,1978,1908.3744288134,tap,lctrl
15,1979,1909.0019802765,stimulus,
15,1979,1909.0864651334,tap,lctrl
15,1980,1909.7520231563,stimulus,
15,1980,1909.9184026328,tap,lctrl
15,1981,1910.5020891366,stimulus,
15,1981,1910.6463846782,tap,rctrl
15,1982,1911.2521136647,stimulus,
15,1982,1911.3903588843,tap,lctrl
15,1983,1912.0021801682,stimulus,
15,1983,1912.0543980847,tap,rctrl
15,1983,1912.7423502189,tap,rctrl
15,1984,1912.7525259825,stimulus,
15,1984,1913.4703410942,tap,rctrl
15,1985,1913.5026091144,stimulus,
15,1985,1914.2383002423,tap,rctrl
15,1986,1914.2526357297,stimulus,
15,1986,1914.9903061073,tap,rctrl
15,1987,1915.0026916710,stimulus,
15,1988,1915.7527386710,stimulus,
15,1988,1915.7743257973,tap,rctrl
15,1989,1916.5027903447,stimulus,
15,1989,1916.5262572422,tap,rctrl
15,1990,1917.2528758555,stimulus,
15,1990,1917.4062502275,tap,lctrl
15,1991,1918.0029213398,stimulus,
15,1991,1918.1102572826,tap,lctrl
15,1991,1918.7501970101,tap,lctrl
15,1992,1918.7603732068,stimulus,
15,1993,1919.5104472892,stimulus,
15,1993,1919.6302258837,tap,lctrl
15,1994,1920.2604784097,stimulus,
15,1994,1920.3822074302,tap,lctrl
15,1995,1921.0105238399,stimulus,
15,1995,1921.1342094697,tap,lctrl
15,1996,1921.7605744579,stimulus,
15,1996,1921.8701880947,tap,lctrl
15,1997,1922.5106142610,stimulus,
15,1997,1922.5261879851,tap,lctrl
15,1998,1923.2606883795,stimulus,
15,1998,1923.2781586416,tap,lctrl
15,1999,1924.0107338367,stimulus,
15,1999,1924.1181782142,tap,rctrl
15,2000,1929.9331216392,probe1,1
15,2000,1935.1741587172,probe2,1
15,2000,1942.7208036141,probe3,1
