# {'date': u'2021_apr_27_1130', 'frameRate': 99.783832205235811, 'expName': u'FTRNGT_sleep', u'session': u'day1', u'participant': u'15'}
subj,trial,time,stimulus,response
15,1346,1315.0177382968,tap,lctrl
15,1347,1315.7407659910,stimulus,
15,1347,1315.9456845617,tap,lctrl
15,1348,1316.4908230841,stimulus,
15,1348,1316.5776902051,tap,rctrl
15,1349,1317.2408567941,stimulus,
15,1349,1317.3056359050,tap,rctrl
15,1350,1317.9909179504,stimulus,
15,1350,1318.0656512337,tap,rctrl
15,1351,1318.7409668872,stimulus,
15,1351,1318.8656225857,tap,lctrl
15,1352,1319.4910310028,stimulus,
15,1352,1319.6176158193,tap,lctrl
15,1353,1320.2410862103,stimulus,
15,1353,1320.2896173111,tap,lctrl
15,1354,1320.9911217247,stimulus,
15,1354,1321.0255625440,tap,lctrl
15,1355,1321.7411701954,stimulus,
15,1355,1321.7856019476,tap,lctrl
15,1356,1322.4912451981,stimulus,
15,1356,1322.5055942222,tap,lctrl
15,1356,1323.2335827246,tap,rctrl
15,1357,1323.2437758925,stimulus,
15,1357,1323.9935325654,tap,lctrl
15,1358,1324.0037111320,stimulus,
15,1358,1324.7375890833,tap,rctrl
15,1359,1324.7537900775,stimulus,
15,1360,1325.5038520999,stimulus,
15,1360,1325.5295158112,tap,rctrl
15,1361,1326.2538943902,stimulus,
15,1361,1326.3135413627,tap,rctrl
15,1362,1327.0039365362,stimulus,
15,1362,1327.0975321478,tap,rctrl
15,1363,1330.9301706784,probe1,1
15,1363,1337.8244817128,probe2,2
15,1363,1341.6231930957,probe3,2
15,1364,1342.3969665328,stimulus,
15,1364,1342.6411900886,tap,lctrl
15,1365,1343.1470015029,stimulus,
15,1365,1343.3291877050,tap,lctrl
15,1366,1343.8970542803,stimulus,
15,1366,1343.9931545454,tap,lctrl
15,1367,1344.6471114216,stimulus,
15,1367,1344.7051299218,tap,lctrl
15,1368,1345.3971508488,stimulus,
15,1368,1345.5131093662,tap,lctrl
15,1369,1346.1472119208,stimulus,
15,1369,1346.2571047089,tap,rctrl
15,1370,1346.8972691162,stimulus,
15,1370,1347.0570917930,tap,rctrl
15,1371,1347.6473184560,stimulus,
15,1371,1347.7770470847,tap,rctrl
15,1372,1348.3973858679,stimulus,
15,1372,1348.5130793691,tap,rctrl
15,1373,1349.1474186395,stimulus,
15,1373,1349.2410359622,tap,rctrl
15,1374,1349.8974733146,stimulus,
15,1374,1349.9850438641,tap,rctrl
15,1375,1350.6475195929,stimulus,
15,1375,1350.7050348846,tap,rctrl
15,1376,1351.3975929054,stimulus,
15,1376,1351.4490048382,tap,lctrl
15,1377,1352.1476277251,stimulus,
15,1377,1352.1770561698,tap,lctrl
15,1378,1352.8976873566,stimulus,
15,1378,1352.9290095243,tap,rctrl
15,1379,1353.6477173974,stimulus,
15,1379,1353.6809738439,tap,lctrl
15,1379,1354.3609665830,tap,lctrl
15,1380,1354.3977640305,stimulus,
15,1381,1355.1478322694,stimulus,
15,1381,1355.2649789429,tap,lctrl
15,1382,1355.8978621659,stimulus,
15,1382,1356.0329308310,tap,lctrl
15,1383,1356.6479102095,stimulus,
15,1383,1356.7368866476,tap,lctrl
15,1384,1357.3979624817,stimulus,
15,1384,1357.5369076321,tap,lctrl
15,1385,1358.1480313672,stimulus,
15,1385,1358.2248653693,tap,rctrl
15,1386,1358.8980774289,stimulus,
15,1386,1359.0168858614,tap,rctrl
15,1387,1359.6481011721,stimulus,
15,1387,1359.7688419226,tap,rctrl
15,1388,1360.3981594050,stimulus,
15,1388,1360.4728352575,tap,lctrl
15,1389,1361.1482275266,stimulus,
15,1389,1361.2008548753,tap,rctrl
15,1390,1361.8982653659,stimulus,
15,1390,1361.9288292727,tap,rctrl
15,1391,1362.6483359536,stimulus,
15,1391,1362.7447930291,tap,rctrl
15,1392,1363.3983899911,stimulus,
15,1392,1363.5128092411,tap,rctrl
15,1393,1364.1484525549,stimulus,
15,1393,1364.1607865974,tap,lctrl
15,1394,1364.8984868032,stimulus,
15,1394,1365.0568022934,tap,lctrl
15,1395,1365.6485300258,stimulus,
15,1395,1365.7527496058,tap,lctrl
15,1396,1366.3985910287,stimulus,
15,1396,1366.5447478396,tap,rctrl
15,1397,1367.1486791019,stimulus,
15,1397,1367.1607411329,tap,lctrl
15,1398,1367.8987055308,stimulus,
15,1398,1367.9607129481,tap,lctrl
15,1399,1368.6487439595,stimulus,
15,1399,1368.7606939090,tap,lctrl
15,1400,1369.3987904302,stimulus,
15,1400,1369.4806985835,tap,lctrl
15,1401,1370.1488635652,stimulus,
15,1401,1370.2566555443,tap,lctrl
15,1402,1370.8989010256,stimulus,
15,1402,1371.0086330548,tap,rctrl
15,1403,1371.6489665306,stimulus,
15,1403,1371.7046568564,tap,rctrl
15,1404,1372.3990312898,stimulus,
15,1404,1372.4486003862,tap,rctrl
15,1405,1373.1490670569,stimulus,
15,1405,1373.2326024704,tap,rctrl
15,1405,1373.8645957380,tap,rctrl
15,1406,1373.8991168930,stimulus,
15,1406,1374.6325887413,tap,rctrl
15,1407,1374.6491423896,stimulus,
15,1408,1375.3992084330,stimulus,
15,1408,1375.4965999295,tap,rctrl
15,1409,1376.1492496857,stimulus,
15,1409,1376.2405670260,tap,lctrl
15,1410,1376.8993149261,stimulus,
15,1410,1377.0405343600,tap,lctrl
15,1411,1377.6493527533,stimulus,
15,1411,1377.7365252658,tap,rctrl
15,1412,1378.3993894648,stimulus,
15,1412,1378.5525147543,tap,rctrl
15,1413,1379.1494513128,stimulus,
15,1413,1379.2564740867,tap,rctrl
15,1414,1379.8994972752,stimulus,
15,1414,1380.1207158735,tap,rctrl
15,1415,1380.6495345731,stimulus,
15,1415,1380.7364205901,tap,lctrl
15,1416,1381.3995859851,stimulus,
15,1416,1381.4097063780,tap,lctrl
15,1417,1382.1496788914,stimulus,
15,1417,1382.2084478662,tap,rctrl
15,1418,1382.8997085954,stimulus,
15,1418,1382.9444511976,tap,rctrl
15,1419,1383.6497460166,stimulus,
15,1419,1383.6804089116,tap,rctrl
15,1420,1384.3997802529,stimulus,
15,1420,1384.4484295085,tap,lctrl
15,1421,1385.1498739471,stimulus,
15,1421,1385.2964013757,tap,lctrl
15,1422,1385.8999082796,stimulus,
15,1422,1386.0725461597,tap,lctrl
15,1423,1386.6499860642,stimulus,
15,1423,1386.8403434602,tap,rctrl
15,1424,1387.4000132750,stimulus,
15,1424,1387.5123389460,tap,rctrl
15,1425,1388.1500844101,stimulus,
15,1425,1388.2723276495,tap,lctrl
15,1426,1388.9001441107,stimulus,
15,1426,1388.9843014741,tap,rctrl
15,1427,1389.6502045963,stimulus,
15,1427,1389.7602549703,tap,rctrl
15,1428,1390.4002514881,stimulus,
15,1428,1390.5042786826,tap,lctrl
15,1429,1391.1502916010,stimulus,
15,1429,1391.1842794697,tap,lctrl
15,1429,1391.8482687218,tap,lctrl
15,1430,1391.9003316477,stimulus,
15,1431,1392.6504104067,stimulus,
15,1431,1392.6722279962,tap,lctrl
15,1431,1393.3522224074,tap,rctrl
15,1432,1393.4004528234,stimulus,
15,1432,1394.0562247318,tap,rctrl
15,1433,1394.1505142262,stimulus,
15,1434,1394.9005605767,stimulus,
15,1434,1395.0161830112,tap,rctrl
15,1435,1395.6505943348,stimulus,
15,1435,1395.7121836432,tap,rctrl
15,1436,1396.4006361589,stimulus,
15,1436,1396.5041503465,tap,lctrl
15,1437,1397.1507249840,stimulus,
15,1437,1397.2081977199,tap,lctrl
15,1438,1397.9007551121,stimulus,
15,1438,1397.9121378706,tap,lctrl
15,1439,1398.6508290200,stimulus,
15,1439,1398.7281680051,tap,rctrl
15,1440,1399.4008788772,stimulus,
15,1440,1399.4881011845,tap,lctrl
15,1441,1400.1509669504,stimulus,
15,1441,1400.2401134885,tap,rctrl
15,1442,1400.9010045791,stimulus,
15,1442,1400.9360668760,tap,rctrl
15,1442,1401.6083546468,tap,rctrl
15,1443,1401.6510491491,stimulus,
15,1443,1402.2720811715,tap,rctrl
15,1444,1402.4010947206,stimulus,
15,1444,1403.1040718732,tap,rctrl
15,1445,1403.1511204066,stimulus,
15,1445,1403.8160273311,tap,lctrl
15,1446,1403.9011904079,stimulus,
15,1447,1404.6512435281,stimulus,
15,1447,1404.7200461902,tap,lctrl
15,1448,1405.4013225338,stimulus,
15,1448,1405.4560025568,tap,lctrl
15,1449,1406.1513511280,stimulus,
15,1449,1406.1840048034,tap,lctrl
15,1449,1406.8879795281,tap,lctrl
15,1450,1406.9014004619,stimulus,
15,1451,1407.6514645564,stimulus,
15,1451,1407.6959495921,tap,lctrl
15,1452,1415.5828171053,probe1,0
15,1452,1421.0650649027,probe2,3
15,1452,1432.6096289998,probe3,3
15,1453,1433.3824180376,stimulus,
15,1453,1433.5994908156,tap,rctrl
15,1454,1434.1324639730,stimulus,
15,1454,1434.2154671557,tap,rctrl
15,1455,1434.8825075084,stimulus,
15,1455,1434.9114259176,tap,lctrl
15,1456,1435.6325470800,stimulus,
15,1456,1435.7114291640,tap,lctrl
15,1457,1436.3826022092,stimulus,
15,1457,1436.3927313117,tap,rctrl
15,1458,1437.1326407763,stimulus,
15,1458,1437.1994033624,tap,rctrl
15,1459,1437.8826919717,stimulus,
15,1459,1437.8928190111,tap,lctrl
15,1460,1438.6327467191,stimulus,
15,1460,1438.6793271081,tap,rctrl
15,1461,1439.3827688142,stimulus,
15,1461,1439.4155935369,tap,rctrl
15,1462,1440.1328415883,stimulus,
15,1462,1440.2393457133,tap,rctrl
15,1463,1440.8828712292,stimulus,
15,1463,1440.9353059578,tap,lctrl
15,1464,1441.6329572001,stimulus,
15,1464,1441.6633090555,tap,lctrl
15,1465,1442.3829907146,stimulus,
15,1465,1442.4473554639,tap,lctrl
15,1466,1443.1330348636,stimulus,
15,1466,1443.2232816733,tap,lctrl
15,1467,1443.8830875417,stimulus,
15,1467,1443.9512448978,tap,rctrl
15,1468,1444.6331349748,stimulus,
15,1468,1444.6872317392,tap,rctrl
15,1468,1445.3832646655,tap,rctrl
15,1469,1445.3934417434,stimulus,
15,1469,1446.1352247808,tap,lctrl
15,1470,1446.1454059608,stimulus,
15,1471,1446.8954672494,stimulus,
15,1471,1446.9192124260,tap,lctrl
15,1472,1447.6455134855,stimulus,
15,1472,1447.6556445670,tap,rctrl
15,1473,1448.3955812763,stimulus,
15,1473,1448.5272101270,tap,rctrl
15,1474,1449.1456227606,stimulus,
15,1474,1449.1591559937,tap,rctrl
15,1475,1449.8956816161,stimulus,
15,1475,1449.9591653422,tap,rctrl
15,1476,1450.6457184689,stimulus,
15,1476,1450.6791253737,tap,lctrl
15,1477,1451.3957696554,stimulus,
15,1477,1451.4058912332,tap,lctrl
15,1478,1452.1458501798,stimulus,
15,1478,1452.2151195907,tap,lctrl
15,1479,1452.8958825424,stimulus,
15,1479,1452.9350569608,tap,lctrl
15,1480,1453.6459329830,stimulus,
15,1480,1453.7430939142,tap,lctrl
15,1481,1454.3959945543,stimulus,
15,1481,1454.4550815401,tap,lctrl
15,1482,1455.1460459182,stimulus,
15,1482,1455.2310321581,tap,rctrl
15,1483,1455.8960870807,stimulus,
15,1483,1455.9990400455,tap,rctrl
15,1484,1456.6461440566,stimulus,
15,1484,1456.6790251485,tap,lctrl
15,1485,1457.3962117481,stimulus,
15,1485,1457.5190175156,tap,rctrl
15,1486,1458.1462259094,stimulus,
15,1486,1458.2309787990,tap,rctrl
15,1487,1458.8962889724,stimulus,
15,1487,1459.0469723776,tap,rctrl
15,1488,1459.6463343635,stimulus,
15,1488,1459.7829501966,tap,rctrl
15,1489,1460.3963926205,stimulus,
15,1489,1460.5269773674,tap,rctrl
15,1490,1461.1464312026,stimulus,
15,1490,1461.1669353113,tap,lctrl
15,1491,1461.8964705697,stimulus,
15,1491,1461.9829268538,tap,lctrl
15,1492,1462.6465373108,stimulus,
15,1492,1462.6949251713,tap,lctrl
15,1493,1463.3965728764,stimulus,
15,1493,1463.4949232929,tap,lctrl
15,1494,1464.1466216478,stimulus,
15,1494,1464.1748754882,tap,rctrl
15,1495,1464.8966648976,stimulus,
15,1495,1464.9828686406,tap,rctrl
15,1496,1465.6467311034,stimulus,
15,1496,1465.7348634591,tap,rctrl
15,1497,1466.3967847620,stimulus,
15,1497,1466.4788457103,tap,lctrl
15,1498,1467.1468533347,stimulus,
15,1498,1467.2068121348,tap,lctrl
15,1498,1467.8947852011,tap,rctrl
15,1499,1467.9049549316,stimulus,
15,1500,1468.6550444424,stimulus,
15,1500,1468.7587731295,tap,rctrl
15,1501,1469.4050845673,stimulus,
15,1501,1469.5427703566,tap,rctrl
15,1502,1470.1551429928,stimulus,
15,1502,1470.2627946639,tap,rctrl
15,1503,1470.9051951116,stimulus,
15,1503,1471.0467256993,tap,rctrl
15,1504,1471.6552567821,stimulus,
15,1504,1471.7507631330,tap,rctrl
15,1505,1472.4053857420,stimulus,
15,1505,1472.4788011506,tap,lctrl
15,1506,1473.1553640542,stimulus,
15,1506,1473.2787173996,tap,lctrl
15,1507,1473.9053987265,stimulus,
15,1507,1473.9346504969,tap,lctrl
15,1508,1474.6554233419,stimulus,
15,1508,1474.6866731827,tap,lctrl
15,1508,1475.3987489880,tap,lctrl
15,1509,1475.4089473979,stimulus,
15,1509,1476.1346937277,tap,rctrl
15,1510,1476.1589778357,stimulus,
15,1511,1476.9090558820,stimulus,
15,1511,1476.9905841033,tap,rctrl
15,1512,1477.6590964641,stimulus,
15,1512,1477.7026152294,tap,lctrl
15,1513,1478.4091203967,stimulus,
15,1513,1478.5026158172,tap,rctrl
15,1513,1479.1425933818,tap,rctrl
15,1514,1479.1591585909,stimulus,
15,1514,1479.8386063716,tap,rctrl
15,1515,1479.9092439994,stimulus,
15,1516,1480.6592916250,stimulus,
15,1516,1480.7745919975,tap,lctrl
15,1517,1481.4093478039,stimulus,
15,1517,1481.4385512470,tap,lctrl
15,1517,1482.1585247460,tap,lctrl
15,1518,1482.1687092042,stimulus,
15,1518,1482.8865275038,tap,lctrl
15,1519,1482.9187387819,stimulus,
15,1520,1483.6688263859,stimulus,
15,1520,1483.7025328988,tap,rctrl
15,1521,1484.4188658823,stimulus,
15,1521,1484.4465038358,tap,rctrl
15,1522,1490.9349914545,probe1,1
15,1522,1495.6154920130,probe2,2
15,1522,1500.2149579318,probe3,1
15,1523,1500.9887331974,stimulus,
15,1523,1501.0061983167,tap,rctrl
15,1523,1501.7021500140,tap,lctrl
15,1524,1501.7387597767,stimulus,
15,1525,1502.4888130202,stimulus,
15,1525,1502.5662207624,tap,lctrl
15,1526,1503.2388762697,stimulus,
15,1526,1503.2941781885,tap,lctrl
15,1527,1503.9889167375,stimulus,
15,1527,1504.0461720416,tap,rctrl
15,1528,1504.7389743178,stimulus,
15,1528,1504.7820681443,tap,rctrl
15,1529,1505.4890550137,stimulus,
15,1529,1505.5901199396,tap,lctrl
15,1530,1506.2391035716,stimulus,
15,1530,1506.3100911559,tap,lctrl
15,1531,1506.9891316847,stimulus,
15,1531,1507.0620851443,tap,lctrl
15,1532,1507.7391829944,stimulus,
15,1532,1507.7660150817,tap,rctrl
15,1533,1508.4892393718,stimulus,
15,1533,1508.5580369722,tap,rctrl
15,1534,1509.2392858666,stimulus,
15,1534,1509.3739987287,tap,rctrl
15,1535,1509.9893806615,stimulus,
15,1535,1510.2299894609,tap,lctrl
15,1536,1510.7394098302,stimulus,
15,1536,1510.8780022423,tap,rctrl
15,1537,1511.4894466890,stimulus,
15,1537,1511.6139633276,tap,rctrl
15,1538,1512.2395008979,stimulus,
15,1538,1512.2539838090,tap,rctrl
15,1539,1512.9895760450,stimulus,
15,1539,1513.0379554034,tap,lctrl
15,1540,1513.7396264134,stimulus,
15,1540,1513.7579482945,tap,lctrl
15,1541,1514.4897018011,stimulus,
15,1541,1514.4998250991,tap,lctrl
15,1542,1515.2397367561,stimulus,
15,1542,1515.2618982449,tap,lctrl
15,1543,1515.9897737864,stimulus,
15,1543,1516.0058893501,tap,rctrl
15,1544,1516.7398431982,stimulus,
15,1544,1516.7818601032,tap,rctrl
15,1544,1517.4858884603,tap,rctrl
15,1545,1517.4960520767,stimulus,
15,1546,1518.2461540504,stimulus,
15,1546,1518.2938840969,tap,rctrl
15,1547,1518.9961908190,stimulus,
15,1547,1519.0858498258,tap,lctrl
15,1548,1519.7462516444,stimulus,
15,1548,1519.7738093674,tap,lctrl
15,1548,1520.4858583760,tap,lctrl
15,1549,1520.4962742478,stimulus,
15,1550,1521.2463407483,stimulus,
15,1550,1521.3257978445,tap,lctrl
15,1551,1521.9963848101,stimulus,
15,1551,1522.1017561196,tap,lctrl
15,1552,1522.7464555361,stimulus,
15,1552,1522.8537539697,tap,rctrl
15,1553,1523.4966560019,stimulus,
15,1553,1523.5737378655,tap,rctrl
15,1554,1524.2465672894,stimulus,
15,1554,1524.3257322028,tap,lctrl
15,1555,1524.9965741486,stimulus,
15,1555,1525.0297210416,tap,rctrl
15,1555,1525.7337050624,tap,rctrl
15,1556,1525.7466058977,stimulus,
15,1557,1526.4966834357,stimulus,
15,1557,1526.5068039428,tap,rctrl
15,1557,1527.2137189544,tap,rctrl
15,1558,1527.2467205652,stimulus,
15,1559,1527.9967682990,stimulus,
15,1559,1528.0616441305,tap,lctrl
15,1560,1528.7467983008,stimulus,
15,1560,1528.8696725666,tap,lctrl
15,1561,1529.4968420166,stimulus,
15,1561,1529.5176353065,tap,lctrl
15,1562,1530.2469325048,stimulus,
15,1562,1530.4856053413,tap,lctrl
15,1563,1530.9969689607,stimulus,
15,1563,1531.0071018165,tap,lctrl
15,1564,1531.7470214193,stimulus,
15,1564,1531.7975896818,tap,rctrl
15,1565,1532.4970873604,stimulus,
15,1565,1532.5095604508,tap,rctrl
15,1566,1533.2471382371,stimulus,
15,1566,1533.2616026732,tap,rctrl
15,1567,1533.9971796432,stimulus,
15,1567,1534.0295404712,tap,rctrl
15,1567,1534.7415536728,tap,rctrl
15,1568,1534.7517468076,stimulus,
15,1569,1535.5018234042,stimulus,
15,1569,1535.5895583425,tap,rctrl
15,1569,1536.2215104317,tap,lctrl
15,1570,1536.2518605006,stimulus,
15,1571,1537.0019066676,stimulus,
15,1571,1537.1255163856,tap,lctrl
15,1572,1537.7519789635,stimulus,
15,1572,1537.9094729035,tap,lctrl
15,1573,1538.5020093503,stimulus,
15,1573,1538.6534990067,tap,lctrl
15,1574,1539.2520847590,stimulus,
15,1574,1539.4054518017,tap,lctrl
15,1575,1540.0021258252,stimulus,
15,1575,1540.1334740901,tap,rctrl
15,1576,1540.7521902837,stimulus,
15,1576,1540.9014012567,tap,rctrl
15,1577,1541.5022379574,stimulus,
15,1577,1541.6134083019,tap,rctrl
15,1578,1542.2522866507,stimulus,
15,1578,1542.2933819074,tap,lctrl
15,1579,1543.0023137352,stimulus,
15,1579,1543.1333703978,tap,lctrl
15,1580,1543.7523710208,stimulus,
15,1580,1543.8693770044,tap,rctrl
15,1581,1544.5024070315,stimulus,
15,1581,1544.6213886889,tap,rctrl
15,1582,1545.2524720163,stimulus,
15,1582,1545.3253567731,tap,lctrl
15,1583,1546.0025143306,stimulus,
15,1583,1546.0933478486,tap,rctrl
15,1584,1546.7525719862,stimulus,
15,1584,1546.8773128445,tap,rctrl
15,1585,1547.5026199215,stimulus,
15,1585,1547.6693742384,tap,lctrl
15,1586,1548.2526709937,stimulus,
15,1586,1548.3413141790,tap,lctrl
15,1587,1549.0027397890,stimulus,
15,1587,1549.0772556736,tap,lctrl
15,1588,1549.7527961483,stimulus,
15,1588,1549.8052615713,tap,rctrl
15,1589,1550.5028553076,stimulus,
15,1589,1550.6452487384,tap,rctrl
15,1590,1551.2529255013,stimulus,
15,1590,1551.3572499070,tap,rctrl
15,1591,1552.0029479362,stimulus,
15,1591,1552.1332252224,tap,rctrl
15,1592,1552.7529946566,stimulus,
15,1592,1552.8051790997,tap,lctrl
15,1593,1553.5030790606,stimulus,
15,1593,1553.6771893759,tap,lctrl
15,1594,1554.2531414620,stimulus,
15,1594,1554.3731411363,tap,lctrl
15,1595,1555.0032079385,stimulus,
15,1595,1555.0531867740,tap,lctrl
15,1596,1555.7532316516,stimulus,
15,1596,1555.8131096467,tap,rctrl
15,1596,1556.4691370315,tap,rctrl
15,1597,1556.5032863598,stimulus,
15,1598,1557.2533472484,stimulus,
15,1598,1557.4691355046,tap,rctrl
15,1599,1558.0034022694,stimulus,
15,1599,1558.1410602544,tap,rctrl
15,1600,1558.7534138744,stimulus,
15,1600,1558.8610543065,tap,rctrl
15,1601,1559.5034770817,stimulus,
15,1601,1559.6130639820,tap,rctrl
15,1602,1560.2535021542,stimulus,
15,1602,1560.3730260843,tap,rctrl
15,1603,1561.0035680172,stimulus,
15,1603,1561.1250303223,tap,lctrl
15,1604,1561.7536136007,stimulus,
15,1604,1561.8610349800,tap,lctrl
15,1605,1562.5036312146,stimulus,
15,1605,1562.6050248762,tap,lctrl
15,1605,1563.2370295390,tap,rctrl
15,1606,1563.2536843950,stimulus,
15,1607,1564.0037603481,stimulus,
15,1607,1564.0689881149,tap,lctrl
15,1607,1564.7489769352,tap,lctrl
15,1608,1564.7591832518,stimulus,
15,1608,1565.5010075458,tap,rctrl
15,1609,1565.5111935739,stimulus,
15,1610,1566.2612626578,stimulus,
15,1610,1566.3729639339,tap,rctrl
15,1611,1567.0113201149,stimulus,
15,1611,1567.1409420953,tap,rctrl
15,1612,1567.7613845463,stimulus,
15,1612,1567.8929422942,tap,lctrl
15,1613,1571.7898975807,probe1,1
15,1613,1575.8180870223,probe2,2
15,1613,1579.4361466825,probe3,2
15,1614,1580.2098989109,stimulus,
15,1614,1580.5567039596,tap,rctrl
15,1615,1580.9599615077,stimulus,
15,1615,1581.1006849841,tap,rctrl
15,1616,1581.7099922553,stimulus,
15,1616,1581.8446872290,tap,rctrl
15,1617,1582.4600261999,stimulus,
15,1617,1582.6046287270,tap,rctrl
15,1618,1583.2100886914,stimulus,
15,1618,1583.3006091427,tap,lctrl
15,1619,1583.9601366990,stimulus,
15,1619,1584.0605747157,tap,lctrl
15,1620,1584.7101735277,stimulus,
15,1620,1584.8285708588,tap,lctrl
15,1621,1585.4602443230,stimulus,
15,1621,1585.5725672451,tap,lctrl
15,1622,1586.2103104385,stimulus,
15,1622,1586.3005445146,tap,rctrl
15,1623,1586.9603481334,stimulus,
15,1623,1587.0205264044,tap,rctrl
15,1624,1587.7104284744,stimulus,
15,1624,1587.7245371888,tap,lctrl
15,1625,1588.4604680159,stimulus,
15,1625,1588.5725036064,tap,lctrl
15,1626,1589.2105332954,stimulus,
15,1626,1589.2925124162,tap,lctrl
15,1627,1589.9605566687,stimulus,
15,1627,1590.1244938067,tap,lctrl
15,1628,1590.7106015033,stimulus,
15,1628,1590.7964674341,tap,lctrl
15,1629,1591.4606397817,stimulus,
15,1629,1591.6124590338,tap,lctrl
15,1630,1592.2106927726,stimulus,
15,1630,1592.2764372936,tap,lctrl
15,1631,1592.9607692850,stimulus,
15,1631,1593.0844798800,tap,rctrl
15,1632,1593.7108166460,stimulus,
15,1632,1593.8524462430,tap,rctrl
15,1633,1594.4608408313,stimulus,
15,1633,1594.5804157983,tap,rctrl
15,1634,1595.2108934703,stimulus,
15,1634,1595.2210073490,tap,lctrl
15,1635,1595.9609414448,stimulus,
15,1635,1595.9724163585,tap,lctrl
15,1636,1596.7109806765,stimulus,
15,1636,1596.7323132767,tap,rctrl
15,1637,1597.4610133730,stimulus,
15,1637,1597.4711505536,tap,rctrl
15,1638,1598.2110656481,stimulus,
15,1638,1598.3323430203,tap,rctrl
15,1639,1598.9611244796,stimulus,
15,1639,1599.1323166911,tap,lctrl
15,1640,1599.7111789021,stimulus,
15,1640,1599.8362914519,tap,rctrl
15,1641,1600.4612387681,stimulus,
15,1641,1600.6042848432,tap,rctrl
15,1642,1601.2112761292,stimulus,
15,1642,1601.2602724841,tap,lctrl
15,1643,1601.9613413546,stimulus,
15,1643,1602.1322575907,tap,lctrl
15,1644,1602.7114016868,stimulus,
15,1644,1602.7322369731,tap,lctrl
15,1645,1603.4614243082,stimulus,
15,1645,1603.4762292813,tap,lctrl
15,1646,1604.2115022973,stimulus,
15,1646,1604.2682369074,tap,lctrl
15,1647,1604.9615565093,stimulus,
15,1647,1605.0602039295,tap,rctrl
15,1647,1605.6362010586,tap,rctrl
15,1648,1605.7115746194,stimulus,
15,1649,1606.4616734444,stimulus,
15,1649,1606.4841521983,tap,rctrl
15,1650,1607.2117185768,stimulus,
15,1650,1607.2841348344,tap,rctrl
15,1651,1607.9617756308,stimulus,
15,1651,1608.1001988812,tap,rctrl
15,1652,1608.7118225256,stimulus,
15,1652,1608.9241399063,tap,rctrl
15,1653,1609.4618763797,stimulus,
15,1653,1609.6681497360,tap,rctrl
15,1654,1610.2119187512,stimulus,
15,1654,1610.3961128101,tap,lctrl
15,1655,1610.9619811886,stimulus,
15,1655,1611.0841218068,tap,lctrl
15,1656,1611.7120571297,stimulus,
15,1656,1611.8920647523,tap,lctrl
15,1657,1612.4621060154,stimulus,
15,1657,1612.6520869200,tap,lctrl
15,1658,1613.2121884285,stimulus,
15,1658,1613.3480640035,tap,lctrl
15,1659,1613.9622378947,stimulus,
15,1659,1614.1400080605,tap,rctrl
15,1660,1614.7122874842,stimulus,
15,1660,1614.8360246321,tap,rctrl
15,1661,1615.4623780716,stimulus,
15,1661,1615.5879798000,tap,lctrl
15,1662,1616.2124152282,stimulus,
15,1662,1616.3079726672,tap,rctrl
15,1663,1616.9624646312,stimulus,
15,1663,1617.0279618381,tap,rctrl
15,1664,1617.7124750061,stimulus,
15,1664,1617.7959214433,tap,rctrl
15,1665,1618.4625304632,stimulus,
15,1665,1618.6039224122,tap,rctrl
15,1666,1619.2125817730,stimulus,
15,1666,1619.2759252332,tap,rctrl
15,1667,1619.9626731454,stimulus,
15,1667,1620.0358739823,tap,rctrl
15,1668,1620.7127171048,stimulus,
15,1668,1620.8438754293,tap,rctrl
15,1669,1621.4627721950,stimulus,
15,1669,1621.5798935606,tap,lctrl
15,1670,1622.2128305302,stimulus,
15,1670,1622.3958556148,tap,rctrl
15,1671,1622.9629072983,stimulus,
15,1671,1623.0438668112,tap,lctrl
15,1672,1623.7129449511,stimulus,
15,1672,1623.8281290033,tap,lctrl
15,1673,1624.4630096171,stimulus,
15,1673,1624.4838097399,tap,lctrl
15,1674,1625.2130754860,stimulus,
15,1674,1625.2278231275,tap,lctrl
15,1675,1625.9631354152,stimulus,
15,1675,1625.9798154769,tap,lctrl
15,1675,1626.6918063419,tap,lctrl
15,1676,1626.7131764905,stimulus,
15,1677,1627.4632477790,stimulus,
15,1677,1627.6198164436,tap,rctrl
15,1678,1628.2133066977,stimulus,
15,1678,1628.3717670492,tap,rctrl
15,1679,1628.9633170004,stimulus,
15,1679,1629.1157457395,tap,rctrl
15,1680,1629.7133802078,stimulus,
15,1680,1629.8197469270,tap,rctrl
15,1681,1630.4634053344,stimulus,
15,1681,1630.5717447861,tap,rctrl
15,1682,1631.2134778950,stimulus,
15,1682,1631.2357065769,tap,lctrl
15,1683,1631.9635189884,stimulus,
15,1683,1632.0196892478,tap,lctrl
15,1684,1639.8971670174,probe1,2
15,1684,1645.6196384193,probe2,1
15,1684,1648.8763736571,probe3,1
15,1685,1649.6501261952,stimulus,
15,1685,1649.6602647652,tap,rctrl
15,1685,1650.3633704786,tap,rctrl
15,1686,1650.4001877935,stimulus,
15,1687,1651.1502110856,stimulus,
15,1687,1651.2193277706,tap,rctrl
15,1688,1651.9002717185,stimulus,
15,1688,1651.9633050715,tap,rctrl
15,1689,1652.6503410822,stimulus,
15,1689,1652.6912555232,tap,lctrl
15,1690,1653.4003890356,stimulus,
15,1690,1653.4512953599,tap,lctrl
15,1691,1654.1504555000,stimulus,
15,1691,1654.1712731776,tap,lctrl
